BinID,bin_level,Time
BIN_001,20.88,2025-02-02T04:10:54.874709+08:00
BIN_001,21.1,2025-02-02T04:20:56.264501+08:00
BIN_001,21.35,2025-02-02T04:30:57.654292+08:00
BIN_001,21.44,2025-02-02T04:40:59.044083+08:00
BIN_001,21.69,2025-02-02T04:50:00.433874+08:00
BIN_001,21.71,2025-02-02T05:00:00.823665+08:00
BIN_001,21.78,2025-02-02T05:10:00.213457+08:00
BIN_001,22.02,2025-02-02T05:20:04.603248+08:00
BIN_001,22.24,2025-02-02T05:30:05.993039+08:00
BIN_001,22.47,2025-02-02T05:40:07.382830+08:00
BIN_001,22.68,2025-02-02T05:50:08.772621+08:00
BIN_001,22.94,2025-02-02T06:00:10.162412+08:00
BIN_001,22.99,2025-02-02T06:10:10.552204+08:00
BIN_001,23.21,2025-02-02T06:20:12.941995+08:00
BIN_001,23.26,2025-02-02T06:30:14.331786+08:00
BIN_001,23.41,2025-02-02T06:40:15.721577+08:00
BIN_001,23.67,2025-02-02T06:50:17.111368+08:00
BIN_001,23.84,2025-02-02T07:00:10.501160+08:00
BIN_001,23.95,2025-02-02T07:10:10.890951+08:00
BIN_001,24.15,2025-02-02T07:20:21.280742+08:00
BIN_001,24.19,2025-02-02T07:30:22.670533+08:00
BIN_001,24.45,2025-02-02T07:40:24.060324+08:00
BIN_001,24.59,2025-02-02T07:50:25.450116+08:00
BIN_001,24.85,2025-02-02T08:00:20.839907+08:00
BIN_001,24.99,2025-02-02T08:10:20.229698+08:00
BIN_001,25.25,2025-02-02T08:20:29.619489+08:00
BIN_001,25.47,2025-02-02T08:30:31.009280+08:00
BIN_001,25.6,2025-02-02T08:40:32.399071+08:00
BIN_001,25.64,2025-02-02T08:50:33.788863+08:00
BIN_001,25.89,2025-02-02T09:00:30.178654+08:00
BIN_001,25.92,2025-02-02T09:10:30.568445+08:00
BIN_001,26.14,2025-02-02T09:20:37.958236+08:00
BIN_001,26.19,2025-02-02T09:30:39.348027+08:00
BIN_001,26.37,2025-02-02T09:40:40.737819+08:00
BIN_001,26.55,2025-02-02T09:50:42.127610+08:00
BIN_001,26.6,2025-02-02T10:00:40.517401+08:00
BIN_001,26.83,2025-02-02T10:10:44.907192+08:00
BIN_001,26.98,2025-02-02T10:20:46.296983+08:00
BIN_001,27.25,2025-02-02T10:30:47.686774+08:00
BIN_001,27.34,2025-02-02T10:40:49.076566+08:00
BIN_001,27.42,2025-02-02T10:50:50.466357+08:00
BIN_001,27.43,2025-02-02T11:00:50.856148+08:00
BIN_001,27.68,2025-02-02T11:10:53.245939+08:00
BIN_001,27.8,2025-02-02T11:20:54.635730+08:00
BIN_001,28.01,2025-02-02T11:30:56.025522+08:00
BIN_001,28.19,2025-02-02T11:40:57.415313+08:00
BIN_001,28.39,2025-02-02T11:50:58.805104+08:00
BIN_001,28.65,2025-02-02T12:00:00.194895+08:00
BIN_001,28.9,2025-02-02T12:10:01.584686+08:00
BIN_001,28.93,2025-02-02T12:20:02.974477+08:00
BIN_001,29.07,2025-02-02T12:30:04.364269+08:00
BIN_001,29.24,2025-02-02T12:40:05.754060+08:00
BIN_001,29.36,2025-02-02T12:50:07.143851+08:00
BIN_001,29.46,2025-02-02T13:00:00.533642+08:00
BIN_001,29.65,2025-02-02T13:10:09.923433+08:00
BIN_001,29.86,2025-02-02T13:20:11.313225+08:00
BIN_001,30.14,2025-02-02T13:30:12.703016+08:00
BIN_001,30.37,2025-02-02T13:40:14.092807+08:00
BIN_001,30.64,2025-02-02T13:50:15.482598+08:00
BIN_001,30.76,2025-02-02T14:00:10.872389+08:00
BIN_001,30.83,2025-02-02T14:10:18.262180+08:00
BIN_001,31.02,2025-02-02T14:20:19.651972+08:00
BIN_001,31.2,2025-02-02T14:30:21.041763+08:00
BIN_001,31.44,2025-02-02T14:40:22.431554+08:00
BIN_001,31.56,2025-02-02T14:50:23.821345+08:00
BIN_001,31.63,2025-02-02T15:00:20.211136+08:00
BIN_001,31.9,2025-02-02T15:10:26.600928+08:00
BIN_001,32.14,2025-02-02T15:20:27.990719+08:00
BIN_001,32.31,2025-02-02T15:30:29.380510+08:00
BIN_001,32.49,2025-02-02T15:40:30.770301+08:00
BIN_001,32.52,2025-02-02T15:50:32.160092+08:00
BIN_001,32.58,2025-02-02T16:00:30.549883+08:00
BIN_001,32.61,2025-02-02T16:10:34.939675+08:00
BIN_001,32.67,2025-02-02T16:20:36.329466+08:00
BIN_001,32.94,2025-02-02T16:30:37.719257+08:00
BIN_001,33.23,2025-02-02T16:40:39.109048+08:00
BIN_001,33.39,2025-02-02T16:50:40.498839+08:00
BIN_001,33.61,2025-02-02T17:00:40.888631+08:00
BIN_001,33.86,2025-02-02T17:10:43.278422+08:00
BIN_001,34.13,2025-02-02T17:20:44.668213+08:00
BIN_001,34.19,2025-02-02T17:30:46.058004+08:00
BIN_001,34.34,2025-02-02T17:40:47.447795+08:00
BIN_001,34.44,2025-02-02T17:50:48.837587+08:00
BIN_001,34.54,2025-02-02T18:00:50.227378+08:00
BIN_001,34.64,2025-02-02T18:10:51.617169+08:00
BIN_001,34.67,2025-02-02T18:20:53.006960+08:00
BIN_001,34.72,2025-02-02T18:30:54.396751+08:00
BIN_001,34.92,2025-02-02T18:40:55.786542+08:00
BIN_001,34.99,2025-02-02T18:50:57.176334+08:00
BIN_001,35.09,2025-02-02T19:00:50.566125+08:00
BIN_001,35.27,2025-02-02T19:10:50.955916+08:00
BIN_001,35.41,2025-02-02T19:20:01.345707+08:00
BIN_001,35.53,2025-02-02T19:30:02.735498+08:00
BIN_001,35.75,2025-02-02T19:40:04.125290+08:00
BIN_001,36.04,2025-02-02T19:50:05.515081+08:00
BIN_001,36.14,2025-02-02T20:00:00.904872+08:00
BIN_001,36.27,2025-02-02T20:10:08.294663+08:00
BIN_001,36.44,2025-02-02T20:20:09.684454+08:00
BIN_001,36.73,2025-02-02T20:30:11.074245+08:00
BIN_001,36.93,2025-02-02T20:40:12.464037+08:00
BIN_001,37.09,2025-02-02T20:50:13.853828+08:00
BIN_001,37.37,2025-02-02T21:00:10.243619+08:00
BIN_001,37.46,2025-02-02T21:10:16.633410+08:00
BIN_001,37.57,2025-02-02T21:20:18.023201+08:00
BIN_001,37.74,2025-02-02T21:30:19.412993+08:00
BIN_001,37.87,2025-02-02T21:40:20.802784+08:00
BIN_001,38.16,2025-02-02T21:50:22.192575+08:00
BIN_001,38.47,2025-02-02T22:00:20.582366+08:00
BIN_001,38.5,2025-02-02T22:10:24.972157+08:00
BIN_001,38.67,2025-02-02T22:20:26.361948+08:00
BIN_001,38.71,2025-02-02T22:30:27.751740+08:00
BIN_001,39.01,2025-02-02T22:40:29.141531+08:00
BIN_001,39.17,2025-02-02T22:50:30.531322+08:00
BIN_001,39.51,2025-02-02T23:00:30.921113+08:00
BIN_001,39.77,2025-02-02T23:10:30.310904+08:00
BIN_001,39.91,2025-02-02T23:20:34.700696+08:00
BIN_001,40.14,2025-02-02T23:30:36.090487+08:00
BIN_001,40.44,2025-02-02T23:40:37.480278+08:00
BIN_001,40.6,2025-02-02T23:50:38.870069+08:00
BIN_001,40.72,2025-02-03T00:00:40.259860+08:00
BIN_001,41.04,2025-02-03T00:10:40.649651+08:00
BIN_001,41.07,2025-02-03T00:20:43.039443+08:00
BIN_001,41.36,2025-02-03T00:30:44.429234+08:00
BIN_001,41.62,2025-02-03T00:40:45.819025+08:00
BIN_001,41.72,2025-02-03T00:50:47.208816+08:00
BIN_001,41.81,2025-02-03T01:00:48.598607+08:00
BIN_001,42.09,2025-02-03T01:10:49.988399+08:00
BIN_001,42.32,2025-02-03T01:20:51.378190+08:00
BIN_001,42.61,2025-02-03T01:30:52.767981+08:00
BIN_001,42.88,2025-02-03T01:40:54.157772+08:00
BIN_001,42.9,2025-02-03T01:50:55.547563+08:00
BIN_001,42.92,2025-02-03T02:00:56.937354+08:00
BIN_001,42.94,2025-02-03T02:10:58.327146+08:00
BIN_001,43.25,2025-02-03T02:20:59.716937+08:00
BIN_001,43.31,2025-02-03T02:30:01.106728+08:00
BIN_001,43.63,2025-02-03T02:40:02.496519+08:00
BIN_001,44,2025-02-03T02:50:03.886310+08:00
BIN_001,44.16,2025-02-03T03:00:05.276102+08:00
BIN_001,44.31,2025-02-03T03:10:00.665893+08:00
BIN_001,44.51,2025-02-03T03:20:08.055684+08:00
BIN_001,44.84,2025-02-03T03:30:09.445475+08:00
BIN_001,44.96,2025-02-03T03:40:10.835266+08:00
BIN_001,45.14,2025-02-03T03:50:12.225058+08:00
BIN_001,45.48,2025-02-03T04:00:13.614849+08:00
BIN_001,45.78,2025-02-03T04:10:10.004640+08:00
BIN_001,45.84,2025-02-03T04:20:16.394431+08:00
BIN_001,46.01,2025-02-03T04:30:17.784222+08:00
BIN_001,46.19,2025-02-03T04:40:19.174013+08:00
BIN_001,46.41,2025-02-03T04:50:20.563805+08:00
BIN_001,46.53,2025-02-03T05:00:21.953596+08:00
BIN_001,46.59,2025-02-03T05:10:20.343387+08:00
BIN_001,46.64,2025-02-03T05:20:24.733178+08:00
BIN_001,46.99,2025-02-03T05:30:26.122969+08:00
BIN_001,47.22,2025-02-03T05:40:27.512761+08:00
BIN_001,47.52,2025-02-03T05:50:28.902552+08:00
BIN_001,47.87,2025-02-03T06:00:30.292343+08:00
BIN_001,48.09,2025-02-03T06:10:30.682134+08:00
BIN_001,48.21,2025-02-03T06:20:33.071925+08:00
BIN_001,48.61,2025-02-03T06:30:34.461716+08:00
BIN_001,48.65,2025-02-03T06:40:35.851508+08:00
BIN_001,48.92,2025-02-03T06:50:37.241299+08:00
BIN_001,49,2025-02-03T07:00:38.631090+08:00
BIN_001,49.2,2025-02-03T07:10:40.020881+08:00
BIN_001,49.49,2025-02-03T07:20:41.410672+08:00
BIN_001,49.84,2025-02-03T07:30:42.800464+08:00
BIN_001,49.86,2025-02-03T07:40:44.190255+08:00
BIN_001,50.26,2025-02-03T07:50:45.580046+08:00
BIN_001,50.39,2025-02-03T08:00:40.969837+08:00
BIN_001,50.5,2025-02-03T08:10:48.359628+08:00
BIN_001,50.66,2025-02-03T08:20:49.749419+08:00
BIN_001,50.86,2025-02-03T08:30:51.139211+08:00
BIN_001,50.93,2025-02-03T08:40:52.529002+08:00
BIN_001,51.32,2025-02-03T08:50:53.918793+08:00
BIN_001,51.6,2025-02-03T09:00:50.308584+08:00
BIN_001,51.78,2025-02-03T09:10:56.698375+08:00
BIN_001,52.06,2025-02-03T09:20:58.088167+08:00
BIN_001,52.37,2025-02-03T09:30:59.477958+08:00
BIN_001,52.8,2025-02-03T09:40:00.867749+08:00
BIN_001,53.09,2025-02-03T09:50:02.257540+08:00
BIN_001,53.13,2025-02-03T10:00:00.647331+08:00
BIN_001,53.52,2025-02-03T10:10:05.037122+08:00
BIN_001,53.78,2025-02-03T10:20:06.426914+08:00
BIN_001,54,2025-02-03T10:30:07.816705+08:00
BIN_001,54.3,2025-02-03T10:40:09.206496+08:00
BIN_001,54.61,2025-02-03T10:50:10.596287+08:00
BIN_001,54.89,2025-02-03T11:00:10.986078+08:00
BIN_001,55.17,2025-02-03T11:10:13.375870+08:00
BIN_001,55.62,2025-02-03T11:20:14.765661+08:00
BIN_001,55.83,2025-02-03T11:30:16.155452+08:00
BIN_001,55.97,2025-02-03T11:40:17.545243+08:00
BIN_001,56.37,2025-02-03T11:50:18.935034+08:00
BIN_001,56.72,2025-02-03T12:00:20.324825+08:00
BIN_001,56.79,2025-02-03T12:10:21.714617+08:00
BIN_001,56.81,2025-02-03T12:20:23.104408+08:00
BIN_001,57.01,2025-02-03T12:30:24.494199+08:00
BIN_001,57.27,2025-02-03T12:40:25.883990+08:00
BIN_001,57.3,2025-02-03T12:50:27.273781+08:00
BIN_001,57.58,2025-02-03T13:00:20.663573+08:00
BIN_001,57.89,2025-02-03T13:10:30.053364+08:00
BIN_001,58.02,2025-02-03T13:20:31.443155+08:00
BIN_001,58.44,2025-02-03T13:30:32.832946+08:00
BIN_001,58.74,2025-02-03T13:40:34.222737+08:00
BIN_001,59.19,2025-02-03T13:50:35.612529+08:00
BIN_001,59.66,2025-02-03T14:00:30.002320+08:00
BIN_001,59.76,2025-02-03T14:10:38.392111+08:00
BIN_001,60.26,2025-02-03T14:20:39.781902+08:00
BIN_001,60.65,2025-02-03T14:30:41.171693+08:00
BIN_001,61.11,2025-02-03T14:40:42.561484+08:00
BIN_001,61.59,2025-02-03T14:50:43.951276+08:00
BIN_001,61.68,2025-02-03T15:00:40.341067+08:00
BIN_001,62.18,2025-02-03T15:10:46.730858+08:00
BIN_001,62.51,2025-02-03T15:20:48.120649+08:00
BIN_001,62.81,2025-02-03T15:30:49.510440+08:00
BIN_001,62.83,2025-02-03T15:40:50.900232+08:00
BIN_001,63.32,2025-02-03T15:50:52.290023+08:00
BIN_001,63.36,2025-02-03T16:00:50.679814+08:00
BIN_001,63.76,2025-02-03T16:10:55.069605+08:00
BIN_001,64.28,2025-02-03T16:20:56.459396+08:00
BIN_001,64.31,2025-02-03T16:30:57.849187+08:00
BIN_001,64.39,2025-02-03T16:40:59.238979+08:00
BIN_001,64.44,2025-02-03T16:50:00.628770+08:00
BIN_001,64.52,2025-02-03T17:00:00.018561+08:00
BIN_001,64.99,2025-02-03T17:10:03.408352+08:00
BIN_001,65.42,2025-02-03T17:20:04.798143+08:00
BIN_001,65.64,2025-02-03T17:30:06.187935+08:00
BIN_001,66.03,2025-02-03T17:40:07.577726+08:00
BIN_001,66.35,2025-02-03T17:50:08.967517+08:00
BIN_001,66.63,2025-02-03T18:00:10.357308+08:00
BIN_001,67.2,2025-02-03T18:10:11.747099+08:00
BIN_001,67.75,2025-02-03T18:20:13.136890+08:00
BIN_001,68.33,2025-02-03T18:30:14.526682+08:00
BIN_001,68.58,2025-02-03T18:40:15.916473+08:00
BIN_001,68.85,2025-02-03T18:50:17.306264+08:00
BIN_001,69.27,2025-02-03T19:00:10.696055+08:00
BIN_001,69.43,2025-02-03T19:10:20.085846+08:00
BIN_001,69.6,2025-02-03T19:20:21.475638+08:00
BIN_001,70.32,2025-02-03T19:30:22.865429+08:00
BIN_001,70.78,2025-02-03T19:40:24.255220+08:00
BIN_001,71.4,2025-02-03T19:50:25.645011+08:00
BIN_001,71.89,2025-02-03T20:00:20.034802+08:00
BIN_001,72.3,2025-02-03T20:10:28.424593+08:00
BIN_001,72.39,2025-02-03T20:20:29.814385+08:00
BIN_001,72.83,2025-02-03T20:30:31.204176+08:00
BIN_001,73.68,2025-02-03T20:40:32.593967+08:00
BIN_001,74.2,2025-02-03T20:50:33.983758+08:00
BIN_001,74.59,2025-02-03T21:00:30.373549+08:00
BIN_001,75.08,2025-02-03T21:10:36.763341+08:00
BIN_001,75.27,2025-02-03T21:20:38.153132+08:00
BIN_001,75.93,2025-02-03T21:30:39.542923+08:00
BIN_001,76.59,2025-02-03T21:40:40.932714+08:00
BIN_001,76.62,2025-02-03T21:50:42.322505+08:00
BIN_001,76.7,2025-02-03T22:00:40.712296+08:00
BIN_001,77.54,2025-02-03T22:10:45.102088+08:00
BIN_001,78.1,2025-02-03T22:20:46.491879+08:00
BIN_001,78.84,2025-02-03T22:30:47.881670+08:00
BIN_001,80.19,2025-02-03T22:40:49.271461+08:00
BIN_001,81.13,2025-02-03T22:50:50.661252+08:00
BIN_001,81.79,2025-02-03T23:00:50.051044+08:00
BIN_001,82.89,2025-02-03T23:10:53.440835+08:00
BIN_001,83.45,2025-02-03T23:20:54.830626+08:00
BIN_001,84.64,2025-02-03T23:30:56.220417+08:00
BIN_001,85.26,2025-02-03T23:40:57.610208+08:00
BIN_001,85.44,2025-02-03T23:50:53.505497+08:00
BIN_001,85.5,2025-02-04T00:00:57.155937+08:00
BIN_001,86,2025-02-04T00:10:50.153863+08:00
BIN_001,86.23,2025-02-04T00:20:16.073170+08:00
BIN_001,86.53,2025-02-04T00:30:32.146341+08:00
BIN_001,86.62,2025-02-04T00:40:48.219512+08:00
BIN_001,86.66,2025-02-04T00:50:04.292682+08:00
BIN_001,86.91,2025-02-04T01:00:20.365853+08:00
BIN_001,87.21,2025-02-04T01:10:30.439024+08:00
BIN_001,87.51,2025-02-04T01:20:52.512195+08:00
BIN_001,87.53,2025-02-04T01:30:08.585365+08:00
BIN_001,87.57,2025-02-04T01:40:24.658536+08:00
BIN_001,87.84,2025-02-04T01:50:40.731707+08:00
BIN_001,88.2,2025-02-04T02:00:56.804878+08:00
BIN_001,88.23,2025-02-04T02:10:10.878048+08:00
BIN_001,88.48,2025-02-04T02:20:28.951219+08:00
BIN_001,88.55,2025-02-04T02:30:45.024390+08:00
BIN_001,88.63,2025-02-04T02:40:01.097560+08:00
BIN_001,89.01,2025-02-04T02:50:17.170731+08:00
BIN_001,89.08,2025-02-04T03:00:33.243902+08:00
BIN_001,89.37,2025-02-04T03:10:49.317073+08:00
BIN_001,89.54,2025-02-04T03:20:05.390243+08:00
BIN_001,89.88,2025-02-04T03:30:21.463414+08:00
BIN_001,90.11,2025-02-04T03:40:37.536585+08:00
BIN_001,90.21,2025-02-04T03:50:53.609756+08:00
BIN_001,90.53,2025-02-04T04:00:09.682926+08:00
BIN_001,90.78,2025-02-04T04:10:20.756097+08:00
BIN_001,91.04,2025-02-04T04:20:41.829268+08:00
BIN_001,91.1,2025-02-04T04:30:57.902439+08:00
BIN_001,91.27,2025-02-04T04:40:13.975609+08:00
BIN_001,91.3,2025-02-04T04:50:30.048780+08:00
BIN_001,91.68,2025-02-04T05:00:46.121951+08:00
BIN_001,92.23,2025-02-04T05:10:00.195121+08:00
BIN_001,92.43,2025-02-04T05:20:18.268292+08:00
BIN_001,92.62,2025-02-04T05:30:34.341463+08:00
